CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Measure Date Range
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_007_01_COMP_PERF,No Different than the National Benchmark,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_007_01_DOPC_DAYS,"3,706",-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_007_01_ELIGCASES,2.993,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_007_01_NUMERATOR,4,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_007_01_SIR,1.336,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_011_06_ADJ_CHG_MOBL_SCORE,8.49,-,01/01/2024,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_011_06_DENOMINATOR,60,-,01/01/2024,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_011_06_OBS_CHG_MOBL_SCORE,11.35,-,01/01/2024,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_012_01_DENOMINATOR,331,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_012_01_NUMERATOR,1,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_012_01_OBS_RATE,0.30,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_014_01_CI_LOWER,0.139,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_014_01_CI_UPPER,1.483,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_014_01_COMP_PERF,No Different than the National Benchmark,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_014_01_DOPC_DAYS,"8,149",-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_014_01_ELIGCASES,5.506,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_014_01_NUMERATOR,3,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_014_01_SIR,0.545,-,10/01/2024,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_015_01_DENOMINATOR,247,-,10/01/2024,03/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_015_01_NUMERATOR,193,-,10/01/2024,03/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_015_01_OBS_RATE,78.14,-,10/01/2024,03/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_017_01_PPR_PD_OBS_RATE,14.40,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_017_01_PPR_PD_OBS_READM,18,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_017_01_PPR_PD_RSRR,20.43,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_017_01_PPR_PD_RSRR_2_5,15.93,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_017_01_PPR_PD_RSRR_97_5,25.84,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_017_01_PPR_PD_VOLUME,125,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_018_02_DTC_COMP_PERF,No Different than the National Rate,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_018_02_DTC_NUMBER,16,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_018_02_DTC_OBS_RATE,12.12,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_018_02_DTC_RS_RATE,11.88,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_018_02_DTC_RS_RATE_2_5,7.19,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_018_02_DTC_RS_RATE_97_5,17.44,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_018_02_DTC_VOLUME,132,-,10/01/2023,09/30/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_019_01_MSPB_NUMB,125,-,10/01/2022,09/30/2024,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_019_01_MSPB_SCORE,0.95,-,10/01/2022,09/30/2024,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_021_01_ADJ_RATE,6.08,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_021_01_DENOMINATOR,305,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_021_01_NUMERATOR,16,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_021_01_OBS_RATE,5.25,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_020_01_DENOMINATOR,334,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_020_01_NUMERATOR,327,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_020_01_OBS_RATE,97.90,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_022_02_DENOMINATOR_C1,26,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_022_02_NUMERATOR_C1,26,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_022_02_OBS_RATE_C1,100.00,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_022_02_DENOMINATOR_C2,26,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_022_02_NUMERATOR_C2,26,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_022_02_OBS_RATE_C2,100.00,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_023_03_ADJ_RATE,61.07,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_023_03_DENOMINATOR,26,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_023_03_NUMERATOR,20,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_023_03_OBS_RATE,76.92,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_024_02_DENOMINATOR,182,-,10/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_024_02_NUMERATOR,10,-,10/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_024_02_OBS_RATE,5.49,-,10/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_025_01_DENOMINATOR,245,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_025_01_NUMERATOR,245,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_025_01_OBS_RATE,100.00,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_026_02_DENOMINATOR,60,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_026_02_NUMERATOR,56,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_026_02_OBS_RATE,93.33,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_027_01_DENOMINATOR,243,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_027_01_NUMERATOR,136,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_027_01_OBS_RATE,55.97,-,01/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_028_02_DENOMINATOR,319,-,10/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_028_02_NUMERATOR,73,-,10/01/2025,12/31/2025,-
132002,VIBRA HOSPITAL OF BOISE,6651 W FRANKLIN ROAD,-,BOISE,ID,83709,Ada,(208) 489-9500,10,L_028_02_OBS_RATE,22.88,-,10/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_006_01_CI_LOWER,0.589,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_006_01_CI_UPPER,1.947,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_006_01_COMP_PERF,No Different than the National Benchmark,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_006_01_DOPC_DAYS,"4,650",-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_006_01_ELIGCASES,9.818,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_006_01_NUMERATOR,11,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_006_01_SIR,1.120,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_007_01_CI_LOWER,1.382,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_007_01_CI_UPPER,2.772,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_007_01_COMP_PERF,Worse than the National Benchmark,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_007_01_DOPC_DAYS,"10,977",-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_007_01_ELIGCASES,16.104,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_007_01_NUMERATOR,32,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_007_01_SIR,1.987,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_011_06_ADJ_CHG_MOBL_SCORE,4.67,-,01/01/2024,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_011_06_DENOMINATOR,224,-,01/01/2024,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_011_06_OBS_CHG_MOBL_SCORE,4.31,-,01/01/2024,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_012_01_DENOMINATOR,"1,558",-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_012_01_NUMERATOR,0,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_012_01_OBS_RATE,0.00,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_014_01_CI_LOWER,0.347,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_014_01_CI_UPPER,0.837,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_014_01_COMP_PERF,Better than the National Benchmark,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_014_01_DOPC_DAYS,"34,298",-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_014_01_ELIGCASES,36.231,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_014_01_NUMERATOR,20,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_014_01_SIR,0.552,-,10/01/2024,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_015_01_DENOMINATOR,552,-,10/01/2024,03/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_015_01_NUMERATOR,480,-,10/01/2024,03/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_015_01_OBS_RATE,86.96,-,10/01/2024,03/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_017_01_PPR_PD_COMP_PERF,No Different than the National Rate,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_017_01_PPR_PD_OBS_RATE,29.11,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_017_01_PPR_PD_OBS_READM,85,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_017_01_PPR_PD_RSRR,25.63,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_017_01_PPR_PD_RSRR_2_5,21.82,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_017_01_PPR_PD_RSRR_97_5,29.11,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_017_01_PPR_PD_VOLUME,292,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_018_02_DTC_COMP_PERF,No Different than the National Rate,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_018_02_DTC_NUMBER,48,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_018_02_DTC_OBS_RATE,14.20,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_018_02_DTC_RS_RATE,14.89,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_018_02_DTC_RS_RATE_2_5,10.73,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_018_02_DTC_RS_RATE_97_5,18.95,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_018_02_DTC_VOLUME,338,-,10/01/2023,09/30/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_019_01_MSPB_NUMB,380,-,10/01/2022,09/30/2024,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_019_01_MSPB_SCORE,1.02,-,10/01/2022,09/30/2024,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_021_01_ADJ_RATE,3.39,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_021_01_DENOMINATOR,"1,377",-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_021_01_NUMERATOR,37,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_021_01_OBS_RATE,2.69,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_020_01_DENOMINATOR,"1,558",-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_020_01_NUMERATOR,"1,445",-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_020_01_OBS_RATE,92.75,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_022_02_DENOMINATOR_C1,253,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_022_02_NUMERATOR_C1,248,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_022_02_OBS_RATE_C1,98.02,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_022_02_DENOMINATOR_C2,217,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_022_02_NUMERATOR_C2,216,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_022_02_OBS_RATE_C2,99.54,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_023_03_ADJ_RATE,53.87,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_023_03_DENOMINATOR,253,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_023_03_NUMERATOR,105,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_023_03_OBS_RATE,41.50,-,01/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_024_02_DENOMINATOR,595,-,10/01/2025,12/31/2025,-
142008,KINDRED HOSPITAL - CHICAGO,365 E NORTH AVE,-,NORTHLAKE,IL,60164,Cook,(773) 267-2620,5,L_024_02_NUMERATOR,29,-,10/01/2025,12/31/2025,-
